age,poids,taille,sexe,type_regime,poids_cible,depense,mois
17,135,203,1,1,186,210,2
18,121,167,1,1,106,445,5
34,149,184,1,1,173,589,1
29,106,190,1,1,127,597,4
42,164,181,1,1,104,472,4
66,229,164,1,1,56,498,3
25,196,203,1,1,63,242,1
64,131,207,1,1,67,366,4
53,239,174,1,1,80,347,5
70,162,177,1,1,194,394,3
56,189,210,1,1,135,377,2
18,217,174,1,1,71,341,3
46,75,153,1,1,158,258,1
55,208,165,1,1,74,530,4
70,72,191,1,1,195,373,5
51,156,198,1,1,95,200,3
45,124,186,1,1,113,591,4
17,244,151,1,1,73,224,1
55,100,153,1,1,155,538,5
50,72,171,1,1,63,454,3
54,207,184,1,1,51,336,2
45,92,190,1,1,142,324,1
24,248,160,1,1,62,263,1
65,148,200,1,1,65,367,4
25,235,151,1,1,55,518,5
24,246,203,1,1,112,209,4
65,136,188,1,1,152,293,1
38,60,186,1,1,139,277,1
20,61,157,1,1,60,491,4
70,118,192,1,1,66,285,4
49,73,184,1,1,165,296,1
28,95,172,1,1,93,370,4
57,224,166,1,1,145,212,2
32,130,175,1,1,160,246,4
52,247,178,1,1,150,256,1
23,82,183,1,1,144,296,2
36,185,176,1,1,96,443,3
49,145,164,1,1,83,571,3
54,59,193,1,1,101,209,4
68,250,182,1,1,168,439,1
46,52,151,1,1,186,296,2
29,61,202,1,1,106,507,2
48,249,189,1,1,129,480,3
65,182,191,1,1,136,574,5
60,209,189,1,1,121,352,2
53,231,207,1,1,132,404,2
43,169,210,1,1,172,253,3
43,120,197,1,1,135,354,1
62,220,193,1,1,93,328,5
69,80,161,1,1,180,522,4
15,168,210,1,1,82,236,4
22,161,176,1,1,112,485,2
57,86,192,1,1,178,376,5
51,202,201,1,1,86,376,4
64,144,182,1,1,145,469,4
27,109,207,1,1,167,414,5
42,141,208,1,1,97,518,3
25,72,174,1,1,199,484,5
69,151,210,1,1,101,536,2
25,161,187,1,1,158,312,5
68,246,185,1,1,140,488,3
32,101,190,1,1,155,397,1
24,156,195,1,1,82,207,5
54,221,174,1,1,54,347,5
33,199,193,1,1,145,583,5
61,131,191,1,1,72,307,3
46,67,202,1,1,194,393,2
56,86,159,1,1,192,204,5
57,109,169,1,1,140,598,1
56,160,183,1,1,135,583,5
52,157,198,1,1,188,256,4
42,95,198,1,1,175,511,2
37,230,175,1,1,76,382,3
34,108,209,1,1,177,499,1
42,90,208,1,1,73,388,1
42,114,198,1,1,173,461,1
37,216,189,1,1,178,369,4
16,215,200,1,1,71,267,1
19,141,155,1,1,77,596,5
54,87,188,1,1,187,568,2
65,101,205,1,1,198,452,3
45,181,179,1,1,199,294,1
38,88,175,1,1,177,597,2
33,179,174,1,1,171,273,5
29,222,194,1,1,197,405,2
63,141,174,1,1,198,305,1
21,161,207,1,1,198,238,5
35,160,150,1,1,179,200,2
45,123,205,1,1,83,290,2
42,221,182,1,1,148,340,2
34,238,150,1,1,162,402,1
64,172,206,1,1,131,430,3
46,81,167,1,1,159,287,5
35,186,155,1,1,107,575,4
63,174,157,1,1,135,510,5
66,82,194,1,1,122,311,5
62,229,208,1,1,135,372,5
42,114,187,1,1,80,307,5
46,87,181,1,1,200,356,4
23,180,174,1,1,78,363,5
65,123,189,1,1,118,415,2
42,125,151,1,1,144,574,3
44,161,194,1,1,181,528,1
28,58,187,1,1,109,321,4
30,221,200,1,1,106,540,4
17,121,185,1,1,73,223,2
62,167,161,1,1,87,318,4
39,74,152,1,1,151,435,3
30,182,205,1,1,69,440,4
18,62,168,1,1,173,312,5
32,64,162,1,1,151,582,2
41,120,160,1,1,103,499,2
27,176,202,1,1,162,232,1
32,71,210,1,1,80,255,2
38,79,159,1,1,80,417,1
15,55,165,1,1,154,246,2
23,95,177,1,1,59,213,3
51,186,189,1,1,171,322,3
23,94,201,1,1,92,434,5
66,137,202,1,1,155,524,1
63,165,197,1,1,142,419,2
58,186,200,1,1,133,506,1
59,153,169,1,1,53,255,2
31,144,161,1,1,139,515,5
47,180,175,1,1,89,337,2
23,136,178,1,1,95,221,2
41,111,182,1,1,95,265,4
59,64,177,1,1,78,223,4
15,83,165,1,1,173,303,3
