age,poids,taille,sexe,type_regime,poids_cible,depense,mois
19,59,168,0,0,182,234,1
60,121,172,0,0,172,251,2
53,89,170,0,0,191,457,2
58,125,207,0,0,76,354,1
16,177,183,0,0,182,215,3
68,138,153,0,0,61,307,1
18,64,189,0,0,117,207,3
41,99,188,0,0,75,357,2
32,198,172,0,0,58,599,1
41,54,199,0,0,93,440,2
39,244,168,0,0,126,328,1
63,55,169,0,0,171,307,3
44,131,187,0,0,108,408,1
56,215,167,0,0,150,279,2
22,179,184,0,0,190,214,1
51,155,169,0,0,76,479,2
42,109,150,0,0,129,373,1
29,130,204,0,0,98,431,1
17,223,191,0,0,66,571,1
18,240,184,0,0,84,406,3
50,96,156,0,0,182,247,1
21,150,162,0,0,80,351,1
34,181,164,0,0,71,389,2
43,225,208,0,0,75,455,2
62,103,195,0,0,158,286,3
32,164,182,0,0,179,342,1
31,163,159,0,0,132,569,1
33,158,183,0,0,168,229,1
42,179,150,0,0,131,340,3
39,62,159,0,0,165,251,2
30,234,169,0,0,147,470,1
24,192,179,0,0,129,494,2
60,76,188,0,0,155,564,3
38,74,188,0,0,170,402,1
60,65,150,0,0,140,239,1
49,203,173,0,0,167,352,3
21,236,156,0,0,167,569,3
62,97,183,0,0,199,507,3
61,204,210,0,0,127,465,3
26,101,181,0,0,72,389,3
66,168,163,0,0,76,342,3
64,115,174,0,0,81,230,2
32,177,206,0,0,54,533,1
30,113,180,0,0,182,441,1
56,51,199,0,0,54,313,3
49,76,182,0,0,185,278,2
17,165,192,0,0,128,375,2
58,184,206,0,0,62,273,2
35,87,190,0,0,103,236,1
44,206,169,0,0,99,366,1
56,108,198,0,0,74,246,2
43,242,191,0,0,99,505,3
56,143,195,0,0,178,219,3
45,53,154,0,0,107,448,1
16,108,187,0,0,102,344,1
25,237,152,0,0,189,362,3
16,54,174,0,0,170,239,2
48,182,178,0,0,133,328,1
33,241,196,0,0,184,280,2
39,187,192,0,0,126,506,2
70,98,210,0,0,91,490,2
62,57,189,0,0,197,257,1
43,199,200,0,0,141,417,1
21,194,194,0,0,119,304,1
63,151,199,0,0,80,592,3
37,165,194,0,0,185,226,3
58,70,162,0,0,57,211,2
63,80,151,0,0,136,474,3
47,222,151,0,0,172,399,3
56,57,203,0,0,129,451,2
56,166,170,0,0,143,357,2
43,88,185,0,0,86,406,1
68,145,177,0,0,181,348,3
31,159,191,0,0,179,371,3
45,67,209,0,0,81,254,1
32,186,165,0,0,125,345,3
49,132,158,0,0,123,529,1
18,242,202,0,0,159,244,1
39,70,169,0,0,180,294,2
54,125,152,0,0,70,598,2
51,207,179,0,0,78,468,2
46,247,197,0,0,98,301,3
22,92,187,0,0,200,354,2
36,149,185,0,0,92,496,2
65,136,152,0,0,145,204,3
67,86,162,0,0,119,248,3
39,164,163,0,0,114,495,2
69,157,166,0,0,74,251,3
55,137,183,0,0,133,594,3
20,182,171,0,0,154,346,2
43,158,164,0,0,67,249,1
18,144,175,0,0,174,435,2
19,234,180,0,0,146,317,2
63,233,162,0,0,93,376,3
21,221,168,0,0,188,513,3
66,245,159,0,0,173,363,3
44,165,181,0,0,120,215,2
69,127,190,0,0,194,268,3
26,165,202,0,0,60,361,3
54,136,184,0,0,131,303,3
60,90,189,0,0,113,513,1
22,61,170,0,0,124,348,1
25,203,160,0,0,74,450,1
33,169,153,0,0,103,551,3
49,81,165,0,0,69,456,1
18,214,178,0,0,135,401,1
50,169,169,0,0,160,214,1
70,97,174,0,0,116,489,1
69,172,152,0,0,170,231,1
16,180,187,0,0,135,353,2
47,205,185,0,0,106,324,3
58,218,177,0,0,71,540,3
38,95,160,0,0,66,486,1
50,224,168,0,0,113,507,1
63,62,196,0,0,86,528,3
38,51,198,0,0,150,216,1
23,245,176,0,0,86,351,3
60,73,191,0,0,113,586,3
28,227,205,0,0,124,238,1
56,204,186,0,0,92,230,1
25,162,199,0,0,137,352,1
24,89,179,0,0,127,525,3
70,143,191,0,0,68,566,3
50,111,151,0,0,127,337,1
64,193,188,0,0,200,573,1
60,202,204,0,0,104,461,3
65,116,193,0,0,128,283,1
50,137,156,0,0,131,434,1
53,135,154,0,0,147,308,3
