age,poids,taille,sexe,type_regime,poids_cible,depense,mois
21,152,177,0,1,185,288,2
49,54,200,0,1,170,251,5
60,224,161,0,1,130,279,2
68,62,181,0,1,132,259,2
70,175,176,0,1,106,522,4
23,91,192,0,1,154,417,4
19,143,165,0,1,131,428,3
60,161,191,0,1,69,574,1
25,207,178,0,1,132,470,2
36,117,151,0,1,170,247,4
25,184,183,0,1,65,574,5
19,165,202,0,1,147,229,2
63,167,178,0,1,166,439,3
34,107,203,0,1,89,420,1
26,87,157,0,1,187,518,3
63,173,168,0,1,79,575,3
69,179,164,0,1,134,305,5
64,146,166,0,1,113,532,4
48,227,172,0,1,147,358,5
55,109,151,0,1,194,548,4
32,53,188,0,1,84,362,2
51,154,158,0,1,109,276,3
70,119,170,0,1,53,412,2
68,204,166,0,1,171,248,5
47,90,179,0,1,76,342,2
54,235,162,0,1,108,386,3
66,100,157,0,1,172,252,4
56,166,158,0,1,161,222,5
21,95,175,0,1,122,565,3
35,178,171,0,1,128,292,4
22,189,175,0,1,82,207,4
39,239,210,0,1,131,209,1
26,75,181,0,1,139,223,3
41,156,180,0,1,118,266,1
30,176,180,0,1,195,376,1
60,228,195,0,1,138,379,1
58,186,157,0,1,132,516,5
38,229,195,0,1,116,354,5
26,208,187,0,1,100,302,1
60,218,161,0,1,75,458,2
56,165,156,0,1,151,281,1
30,59,193,0,1,156,432,5
47,145,171,0,1,125,319,5
46,131,209,0,1,191,341,4
28,89,153,0,1,193,308,4
58,212,196,0,1,147,332,1
65,213,154,0,1,173,560,3
22,215,152,0,1,122,230,4
65,239,153,0,1,86,334,1
36,190,195,0,1,178,286,3
55,170,153,0,1,193,272,5
61,70,203,0,1,176,320,5
19,115,165,0,1,167,455,5
35,138,201,0,1,79,499,1
57,119,160,0,1,149,500,5
57,192,185,0,1,131,407,4
39,173,202,0,1,122,354,3
49,133,171,0,1,130,339,4
16,205,180,0,1,199,531,5
46,165,198,0,1,97,443,5
65,121,193,0,1,59,413,5
51,128,200,0,1,142,335,5
65,120,199,0,1,54,588,2
68,145,164,0,1,90,417,3
20,197,164,0,1,181,463,3
34,161,160,0,1,86,311,4
54,162,167,0,1,73,537,5
56,105,162,0,1,102,342,2
40,130,163,0,1,128,407,4
24,129,173,0,1,89,505,3
49,62,201,0,1,135,207,3
58,227,154,0,1,154,343,2
41,182,209,0,1,91,323,5
37,77,165,0,1,179,396,2
32,159,176,0,1,162,449,3
37,146,200,0,1,143,338,4
34,171,182,0,1,137,229,1
61,73,197,0,1,130,279,4
21,212,160,0,1,135,294,4
23,168,178,0,1,113,495,3
61,245,192,0,1,167,500,2
55,59,160,0,1,161,406,2
38,193,209,0,1,109,521,5
45,189,168,0,1,105,328,3
23,114,209,0,1,196,232,2
34,92,183,0,1,132,237,3
56,219,181,0,1,175,227,3
56,178,205,0,1,129,313,5
16,109,190,0,1,100,401,3
19,171,196,0,1,95,240,2
67,211,165,0,1,82,499,1
16,136,202,0,1,64,519,2
53,174,198,0,1,115,356,2
64,189,158,0,1,74,409,1
50,121,174,0,1,61,573,1
48,116,186,0,1,100,554,1
42,121,180,0,1,149,292,5
51,111,164,0,1,95,394,4
29,193,169,0,1,165,410,4
33,219,174,0,1,149,563,5
25,127,193,0,1,198,208,1
41,242,199,0,1,152,374,4
61,175,150,0,1,90,572,1
37,121,182,0,1,199,372,1
63,77,181,0,1,131,208,2
55,192,197,0,1,63,454,3
51,139,183,0,1,135,449,3
20,121,205,0,1,86,578,1
58,238,181,0,1,125,288,5
44,222,185,0,1,78,290,3
28,227,197,0,1,123,360,3
26,87,209,0,1,95,392,1
69,216,159,0,1,83,304,1
55,140,170,0,1,155,519,5
68,107,206,0,1,182,298,5
40,112,183,0,1,158,466,5
16,93,192,0,1,120,281,5
64,203,198,0,1,149,542,5
45,131,166,0,1,93,456,1
40,178,150,0,1,123,470,1
18,230,152,0,1,137,503,5
66,53,185,0,1,149,419,2
35,105,172,0,1,150,239,1
65,149,162,0,1,98,477,2
20,137,204,0,1,173,274,3
63,106,186,0,1,72,277,4
19,222,166,0,1,88,216,5
52,181,160,0,1,61,244,5
19,217,170,0,1,197,528,2
