"Groupe d'aliment","Sous-groupe d'aliment","Changement climatique (kg CO2 eq/kg de produit) - Agriculture","Changement climatique (kg CO2 eq/kg de produit) - Transformation","Changement climatique (kg CO2 eq/kg de produit) - Emballage","Changement climatique (kg CO2 eq/kg de produit) - Transport","Changement climatique (kg CO2 eq/kg de produit) - Supermarché et distribution","Changement climatique (kg CO2 eq/kg de produit) - Consommation","Score unique EF (mPt / kg de produit) - Agriculture","Score unique EF (mPt / kg de produit) - Transformation","Score unique EF (mPt / kg de produit) - Emballage","Score unique EF (mPt / kg de produit) - Transport","Score unique EF (mPt / kg de produit) - Supermarché et distribution","Score unique EF (mPt / kg de produit) - Consommation"
"viandes, œufs, poissons","viandes crues",3.7763915,1.1158021,0.3605571,0.28643577,0.037885829,0.10556394,0.68729819,0.078128063,0.022105737,0.021993975000000002,0.011179692,0.0072555916
"viandes, œufs, poissons","viandes cuites",4.9994509,1.4771768,0.47733067,0.37920368,0.050155907,0.20152,0.90989336,0.10343139000000001,0.02926512,0.02911716,0.014800457000000001,0.040871093000000004
"viandes, œufs, poissons","viandes crues",3.7763915,1.1158021,0.3605571,0.28643577,0.037885829,0.10556394,0.68729819,0.078128063,0.022105737,0.021993975000000002,0.011179692,0.0072555916
"viandes, œufs, poissons","viandes cuites",4.9994509,1.4771768,0.47733067,0.37920368,0.050155907,0.20152,0.90989336,0.10343139000000001,0.02926512,0.02911716,0.014800457000000001,0.040871093000000004
"produits céréaliers","gâteaux et pâtisseries",1.670708,0.22777649,0.30175556,0.12206679,0.029120657,0,0.19162918999999998,0.040919478,0.018689659,0.0095857512,0.0098990521,0
"fruits, légumes, légumineuses et oléagineux","fruits",0.60859734,0,0,0.40964439,0.03993612,0.099564814,0.46297330999999997,0,0,0.040798817,0.012872902,0.0042189169
"aides culinaires et ingrédients divers","épices",-0.24897679,0,0.49690685,0.39536428,0.045015886,0,0.18139168,0,0.051649676000000005,0.037749322,0.017006818,0
"lait et produits laitiers","fromages",5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.0047993021,0.47067906,0.046274272000000005,0.019721226,0.020614588,0.0088270864,0.0024293397
"lait et produits laitiers","fromages",5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.0047993021,0.47067906,0.046274272000000005,0.019721226,0.020614588,0.0088270864,0.0024293397
"viandes, œufs, poissons","poissons crus",7.3910702,0,0.28844568,0.7799424,0.030308663,0.0047993021,1.3743212,0,0.01768459,0.064863743,0.0089437534,0.0024293397
"fruits, légumes, légumineuses et oléagineux","fruits",0.16989903,0,0,0.1704366,0.03993612,0.099564814,0.18631063,0,0,0.013259629,0.012872902,0.0042189169
"viandes, œufs, poissons","poissons crus",3.1409,0,0.28844568,0.7799424,0.030308663,0.0047993021,0.6082654200000001,0,0.01768459,0.064863743,0.0089437534,0.0024293397
"aides culinaires et ingrédients divers","épices",-0.24897679,0,0.49690685,0.17690961,0.045015886,0,0.18139168,0,0.051649676000000005,0.01375452,0.017006818,0
"viandes, œufs, poissons","poissons crus",9.4787825,0,0.28844568,1.1647231,0.030308663,0.0047993021,1.7433901,0,0.01768459,0.097690587,0.0089437534,0.0024293397
"fruits, légumes, légumineuses et oléagineux","légumes",0.3753882,0,0,0.1704366,0.048350192,0.099564814,0.053850378000000004,0,0,0.013259629,0.015799532,0.0042189169
"fruits, légumes, légumineuses et oléagineux","légumes",0.43850148,0,0.3212752,0.32818468,0.12342441,0.22578242,0.062904136,0,0.024684209000000002,0.02514779,0.036125496,0.020134771
"fruits, légumes, légumineuses et oléagineux","légumes",0.10271164,0.16929655,0.35015645,0.23174474,0.070213816,0.24790351,0.051845066,0.075705652,0.034667415,0.018021230000000003,0.024586402,0.014181095
"fruits, légumes, légumineuses et oléagineux","légumes",0.087677241,0,0,0.1704366,0.029228063,0.099564814,0.044256253,0,0,0.013259629,0.0091483656,0.0042189169
"fruits, légumes, légumineuses et oléagineux","légumes",0.10241824,0,0.3212752,0.32818468,0.072156491,0.22578242,0.051696968999999995,0,0.024684209000000002,0.02514779,0.020720035,0.020134771
"fruits, légumes, légumineuses et oléagineux","légumes",0.10241824,0,0.3212752,0.32818468,0.072156491,0.13123897,0.051696968999999995,0,0.024684209000000002,0.02514779,0.020720035,0.012487883
"fruits, légumes, légumineuses et oléagineux","légumes",0.087677241,0.018776379,0.28581962,0.23237643,0.087861986,0.018159521,0.044256253,0.0029182121,0.021558384,0.017824436,0.025404657,0.0091920963
"fruits, légumes, légumineuses et oléagineux","légumes",0.10241824,0.021933215,0.33387391,0.27144542,0.10263405,0.11252163,0.051696968999999995,0.0034088454,0.025182953,0.020821223,0.029675891,0.021151276
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",4.5299663,0,0.29054328,0.24416039,0.030685111,0.0047993021,1.2691187000000002,0,0.017842901,0.018777166,0.0089786658,0.0024293397
"viandes, œufs, poissons","poissons crus",4.4827791,0,0.28844568,0.89751426,0.030308663,0.0047993021,1.2558987000000001,0,0.01768459,0.074894167,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons cuits",5.4737334,0,0.25734164,1.095917,0.037008636,0.067627306,1.5335252000000001,0,0.019501654,0.091450123,0.010920842,0.034231999
"lait et produits laitiers","fromages",4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.0047993021,0.41632178999999997,0.028839787,0.019721226,0.020064567000000002,0.0088270864,0.0024293397
"viandes, œufs, poissons","poissons cuits",11.574143,0,0.25734164,1.4221944,0.037008636,0.067627306,2.1287804,0,0.019501654,0.11928587,0.010920842,0.034231999
"viandes, œufs, poissons","produits à base de poissons et produits de la mer",11.594042,0.0040326636,0.3522089,1.4237746,0.037008636,0.07602681,2.1314108000000003,0.00039620915999999997,0.02159391,0.1194482,0.010920842,0.010796871000000001
"aides culinaires et ingrédients divers","épices",-0.24897679,0,0.49690685,0.17690961,0.025340163,0,0.18139168,0,0.051649676000000005,0.01375452,0.0095369029,0
"fruits, légumes, légumineuses et oléagineux","fruits",1.4452434,0,0,0.1704366,0.03993612,0.099564814,0.2397905,0,0,0.013259629,0.012872902,0.0042189169
"entrées et plats composés","plats composés",1.1736438,0.49715146,0.2070066,0.23372233,0.030685111,0.012726077,0.21759131,0.05831111,0.020495185,0.018108470999999998,0.0089786658,0.0064417627
"entrées et plats composés","plats composés",1.952537,0.37296443,0.31323086,0.20625259,0.030685111,0.012726077,0.29361823,0.09509994899999999,0.030597839,0.015812161,0.0089786658,0.0064417627
"entrées et plats composés","plats composés",0.038506865,0.18792981,0.25875825,0.25387065,0.038356389,0.11349072,0.018735391,0.041959728,0.025618982000000002,0.019415618,0.011223332,0.011268015000000001
"fruits, légumes, légumineuses et oléagineux","légumes",0.43401309,0.1354827,0.27312203,0.17463603,0.03993612,0.10749159,0.052757718,0.059583712000000004,0.027040583,0.013572645,0.012872902,0.0082313399
"fruits, légumes, légumineuses et oléagineux","légumes",0.47540799,0,0,0.14056627,0.032937006,0.012317297,0.057789596000000006,0,0,0.010935776000000001,0.010616827,0.00052192787
"fruits, légumes, légumineuses et oléagineux","légumes",0.5553374,0,0.26496924,0.27066778,0.083188146,0.11285752,0.067505646,0,0.020358111,0.020740446000000003,0.024203565,0.014103048
"entrées et plats composés","salades composées et crudités",0.34048916,0.055247702,0.32245332,0.22705804,0.030685111,0.0047993021,0.12675096,0.0075582486,0.021135718,0.017515371,0.0089786658,0.0024293397
"fruits, légumes, légumineuses et oléagineux","légumes",0.087677241,0,0,0.1704366,0.029228063,0.099564814,0.044256253,0,0,0.013259629,0.0091483656,0.0042189169
"fruits, légumes, légumineuses et oléagineux","légumes",0.10241824,0,0.3212752,0.32818468,0.072156491,0.22578242,0.051696968999999995,0,0.024684209000000002,0.02514779,0.020720035,0.020134771
"fruits, légumes, légumineuses et oléagineux","légumes",0.10241824,0,0.3212752,0.32818468,0.072156491,0.13123897,0.051696968999999995,0,0.024684209000000002,0.02514779,0.020720035,0.012487883
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.1086535,0.25977849,0.029120657,0,0.31523913,0.055783332,0.016467065000000003,0.023737289,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.28587039,0.25433483,0.029120657,0,0.31523913,0.055783332,0.021563312,0.023314704999999998,0.0098990521,0
"aliments infantiles","céréales et biscuits infantiles",1.0372059,3.5537325,0.28581962,0.19587392,0.029120657,0,0.17910893,0.28909999000000003,0.021558384,0.015303135000000002,0.0098990521,0
"aliments infantiles","céréales et biscuits infantiles",1.0372059,3.5537325,0.28581962,0.19587392,0.029120657,0,0.17910893,0.28909999000000003,0.021558384,0.015303135000000002,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.1086535,0.25977849,0.029120657,0,0.31523913,0.055783332,0.016467065000000003,0.023737289,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.1086535,0.25977849,0.029120657,0,0.31523913,0.055783332,0.016467065000000003,0.023737289,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.28587039,0.25433483,0.029120657,0,0.31523913,0.055783332,0.021563312,0.023314704999999998,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.28587039,0.25433483,0.029120657,0,0.31523913,0.055783332,0.021563312,0.023314704999999998,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.28587039,0.25433483,0.029120657,0,0.31523913,0.055783332,0.021563312,0.023314704999999998,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.28587039,0.25433483,0.029120657,0,0.31523913,0.055783332,0.021563312,0.023314704999999998,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.28587039,0.25433483,0.029120657,0,0.31523913,0.055783332,0.021563312,0.023314704999999998,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.1086535,0.25977849,0.029120657,0,0.31523913,0.055783332,0.016467065000000003,0.023737289,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.1086535,0.25977849,0.029120657,0,0.31523913,0.055783332,0.016467065000000003,0.023737289,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.1086535,0.25977849,0.029120657,0,0.31523913,0.055783332,0.016467065000000003,0.023737289,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.1086535,0.25977849,0.029120657,0,0.31523913,0.055783332,0.016467065000000003,0.023737289,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.1086535,0.25977849,0.029120657,0,0.31523913,0.055783332,0.016467065000000003,0.023737289,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.28587039,0.25433483,0.029120657,0,0.31523913,0.055783332,0.021563312,0.023314704999999998,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",2.495352,0.39369607,0.28587039,0.25433483,0.029120657,0,0.31523913,0.055783332,0.021563312,0.023314704999999998,0.0098990521,0
"aides culinaires et ingrédients divers","herbes",0.32375374,0,0.33443152,0.16406077,0.031675203,0.099564814,0.09117739,0,0.02476141,0.012761644,0.011921128999999999,0.0042189169
"fruits, légumes, légumineuses et oléagineux","fruits",0.59669943,0,0.35727452,0.17724117,0.03993612,0.099564814,0.37438614000000003,0,0.02694798,0.013787859,0.012872902,0.0042189169
"viandes, œufs, poissons","charcuteries",10.490738,0.50335368,0.3440363,0.28670665,0.041544321,0.06834552,1.5526176,0.1776682,0.032674899,0.022118375,0.012259273000000001,0.034595548999999996
"viandes, œufs, poissons","charcuteries",7.7340825,0.37108722,0.2533667,0.21089544,0.030685111,0.066566382,1.1446356,0.13098225,0.024081079000000002,0.01627023,0.0089786658,0.033694973
"viandes, œufs, poissons","charcuteries",7.7340825,0.37108722,0.2533667,0.21089544,0.030685111,0.066566382,1.1446356,0.13098225,0.024081079000000002,0.01627023,0.0089786658,0.033694973
"viandes, œufs, poissons","viandes crues",25.376608,0.03271145,0.28844568,0.19408222,0.030308663,0.0047993021,2.4576874999999996,0.0054746183,0.01768459,0.014869875,0.0089437534,0.0024293397
"viandes, œufs, poissons","viandes cuites",34.783915,0.04483784,0.39537473,0.26603001,0.041544321,0.06834552,3.3687713,0.007504101900000001,0.024240405,0.020382253,0.012259273000000001,0.034595548999999996
"viandes, œufs, poissons","viandes cuites",1.786615,0.11118743,0.39537473,0.25916255,0.041544321,0.06834552,0.26441702,0.040299087,0.024240405,0.019805624,0.012259273000000001,0.034595548999999996
"viandes, œufs, poissons","viandes crues",1.3034251,0.0811168,0.28844568,0.18907206,0.030308663,0.0047993021,0.19290547,0.029400203,0.01768459,0.014449195,0.0089437534,0.0024293397
"viandes, œufs, poissons","viandes crues",18.791569,0.054034634,0.28844568,0.19765446,0.030308663,0.0047993021,1.6842183,0.0089826848,0.01768459,0.015169819000000001,0.0089437534,0.0024293397
"viandes, œufs, poissons","viandes cuites",25.757751,0.074065693,0.39537473,0.2709265,0.041544321,0.06834552,2.3085711,0.012312636,0.024240405,0.020793389,0.012259273000000001,0.034595548999999996
"lait et produits laitiers","fromages",5.9156525,0.22441306,0.26662691,0.25846907,0.029050683,0.0047993021,0.87096995,0.028825098,0.019721226,0.020066903,0.0088270864,0.0024293397
"viandes, œufs, poissons","charcuteries",6.4850806,0.73507878,0.63262871,0.20546766,0.030308663,0.0047993021,0.9597847,0.20435865,0.050418751,0.015825857999999998,0.0089437534,0.0024293397
"viandes, œufs, poissons","charcuteries",7.6535192,0.36722173,0.25099172,0.20916686,0.030308663,0.0047993021,1.1327123000000001,0.12961785,0.023837975,0.016136463,0.0089437534,0.0024293397
"viandes, œufs, poissons","charcuteries",7.6535192,0.36722173,0.25099172,0.20916686,0.030308663,0.0047993021,1.1327123000000001,0.12961785,0.023837975,0.016136463,0.0089437534,0.0024293397
"boissons","boisson alcoolisées",0.27162412,0.035796377,0.49690685,0.3049666,0.028990393,0.0047993021,0.087003491,0.01220053,0.051649676000000005,0.023478515999999998,0.008830535799999999,0.0024293397
"entrées et plats composés","salades composées et crudités",0.25402151,0.047476386,0.29054328,0.2475356,0.030685111,0.0047993021,0.10408508,0.0075213338,0.017842901,0.019416990999999998,0.0089786658,0.0024293397
"fruits, légumes, légumineuses et oléagineux","légumes",0.074925686,0,0,0.1704366,0.057494804,0.099564814,0.046419752,0,0,0.013259629,0.018980262,0.0042189169
"lait et produits laitiers","fromages",4.7126103,0.22452742,0.26662691,0.25844052,0.029050683,0.0047993021,0.41632178999999997,0.028839787,0.019721226,0.020064567000000002,0.0088270864,0.0024293397
"viandes, œufs, poissons","viandes crues",3.7763915,1.1158021,0.34156996,0.28643577,0.037885829,0.10556394,0.68729819,0.078128063,0.025444713,0.021993975000000002,0.011179692,0.0072555916
"viandes, œufs, poissons","viandes cuites",4.9994509,1.4771768,0.45219418,0.37920368,0.050155907,0.20152,0.90989336,0.10343139000000001,0.033685489,0.02911716,0.014800457000000001,0.040871093000000004
"produits céréaliers","gâteaux et pâtisseries",1.4550393,0.3539087,0.30173639,0.1948768,0.029120657,0,0.24866126,0.063865819,0.018687799,0.016083036,0.0098990521,0
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",0.8741684,0.089209765,0.20067165,0.13508411,0.036493002,0,0.26251651,0.042170533,0.019868213,0.010555366,0.013651188,0
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",1.3964351,0,0.55774892,0.20632865,0.040547779,0.044251023,0.41935544999999996,0,0.05797354,0.016125767,0.015167987,0.001875074
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",1.3964351,0,0,0.15119955,0.040547779,0.044251023,0.41935544999999996,0,0,0.011856033,0.015167987,0.001875074
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",1.3964351,0,0.2993443,0.15687868,0.040547779,0.044251023,0.41935544999999996,0,0.022208468,0.012296963,0.015167987,0.001875074
"produits céréaliers","pains et viennoiseries",2.7958815,0.26795144,0.30176239,0.13252171,0.0064852108,0,0.23143546999999998,0.045284933,0.018690323,0.010342418,0.0014414118,0
"lait et produits laitiers","fromages",5.3279117,0.36960883,0.26662691,0.26516523,0.029050683,0.0047993021,0.47067906,0.046274272000000005,0.019721226,0.020614588,0.0088270864,0.0024293397
"entrées et plats composés","sandwichs",20.392067,0.30804406,0.2905902,0.21711267,0.030685111,0.066566382,1.6901064,0.063410286,0.017847454999999998,0.016814038,0.0089786658,0.033694973
"lait et produits laitiers","produits laitiers frais et assimilés",3.813667,0.45868575,0.21223976,0.19738093,0.030685111,0.0047993021,0.35594167,0.07422803,0.016120762,0.015171115,0.0089786658,0.0024293397
"viandes, œufs, poissons","viandes crues",48.850381,0.06297007,0.3605571,0.24876212,0.037885829,0.10556394,4.7310881,0.010538729,0.022105737,0.019104515000000002,0.011179692,0.0072555916
"viandes, œufs, poissons","viandes cuites",61.731165,0.083719403,0.45547623,0.31588519,0.047859533,0.20594586,5.9793008,0.013723023,0.027925225,0.024301848,0.014122822,0.017266798
"lait et produits laitiers","fromages",5.9156525,0.22441306,0.26662691,0.25846907,0.029050683,0.0047993021,0.87096995,0.028825098,0.019721226,0.020066903,0.0088270864,0.0024293397
"fruits, légumes, légumineuses et oléagineux","fruits à coque et graines oléagineuses",2.4782238,0,0.53881991,0.26464914,0.072986004,0.39825926,0.77067968,0,0.039975248,0.020586176,0.027302377,0.016875668
"boissons","boissons sans alcool",1.7384404,0.33848443,0.22265825,0.1203709,0.012657062,0,0.24518365,0.030555545,0.021199983000000002,0.009615571100000001,0.0044498569,0
"boissons","boissons sans alcool",1.7384404,0.33848443,0.22265825,0.1203709,0.012657062,0,0.24518365,0.030555545,0.021199983000000002,0.009615571100000001,0.0044498569,0
"boissons","boissons sans alcool",7.9499739,4.0879276,0.49690685,0.35842283,0.012657062,0,1.8417048,0.36290188,0.051649676000000005,0.031400123,0.0044498569,0
"fruits, légumes, légumineuses et oléagineux","légumes",0.31309977,0,0,0.2272488,0.076659738,0.26550617,0.07942131599999999,0,0,0.017679504999999998,0.025307017,0.011250445
"fruits, légumes, légumineuses et oléagineux","légumes",0.31309977,0,0,0.2272488,0.076659738,0.26550617,0.07942131599999999,0,0,0.017679504999999998,0.025307017,0.011250445
"boissons","boissons sans alcool",1.2426446,0.011095283,0.22265825,0.10355029,0.012657062,0,0.10977718,0.0015580037,0.021199983000000002,0.008020917399999999,0.0044498569,0
"boissons","boissons sans alcool",0.94291447,3.2306659,0.49690685,0.22607414,0.012657062,0,0.1628263,0.26281818,0.051649676000000005,0.017638927,0.0044498569,0
"entrées et plats composés","plats composés",21.679827,0.25775911,0.21221738,0.2215217,0.030685111,0.012726077,1.7913585,0.058711446,0.016118590000000002,0.017188129000000003,0.0089786658,0.0064417627
"viandes, œufs, poissons","poissons crus",1.0731414,0,0.28844568,0.86901199,0.030308663,0.0047993021,0.18841247,0,0.01768459,0.072462549,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons crus",1.0731414,0,0.28844568,0.86901199,0.030308663,0.0047993021,0.18841247,0,0.01768459,0.072462549,0.0089437534,0.0024293397
"viandes, œufs, poissons","poissons crus",1.0731414,0,0.28844568,0.86901199,0.030308663,0.0047993021,0.18841247,0,0.01768459,0.072462549,0.0089437534,0.0024293397
"viandes, œufs, poissons","charcuteries",7.6535192,0.36722173,0.25099172,0.20916686,0.030308663,0.0047993021,1.1327123000000001,0.12961785,0.023837975,0.016136463,0.0089437534,0.0024293397
"viandes, œufs, poissons","charcuteries",10.132263,0.48615378,0.33228037,0.2769097,0.040124726,0.068120731,1.4995637,0.17159717,0.031558377000000006,0.021362575999999998,0.011840366,0.034481763
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.9174325,0.5060649,0.28581962,0.48579414,0.029120657,0,0.27012453,0.068869754,0.021558384,0.04528776,0.0098990521,0
"produits céréaliers","céréales de petit-déjeuner et biscuits",1.2992636,0.39294234,0.28581962,0.23728203,0.029120657,0,0.18214682000000001,0.057508389,0.021558384,0.020894186999999998,0.0098990521,0
"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules",1.2992636,0.39294234,0.28581962,0.23728203,0.029120657,0,0.18214682000000001,0.057508389,0.021558384,0.020894186999999998,0.0098990521,0
"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules",1.2992636,0.39294234,0.28581962,0.23728203,0.029120657,0,0.18214682000000001,0.057508389,0.021558384,0.020894186999999998,0.0098990521,0
"fruits, légumes, légumineuses et oléagineux","pommes de terre et autres tubercules",1.2992636,0.39294234,0.28581962,0.23728203,0.029120657,0,0.18214682000000001,0.057508389,0.021558384,0.020894186999999998,0.0098990521,0
"produits sucrés","chocolats et produits à base de chocolat",15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,1.0783151999999998,0.15156988000000002,0.015600638000000002,0.03230215,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,1.0783151999999998,0.15156988000000002,0.015600638000000002,0.03230215,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,1.0783151999999998,0.15156988000000002,0.015600638000000002,0.03230215,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,1.0783151999999998,0.15156988000000002,0.015600638000000002,0.03230215,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,1.0783151999999998,0.15156988000000002,0.015600638000000002,0.03230215,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",15.499614,1.6191263,0.10291973,0.33427006,0.014104999,0,1.0783151999999998,0.15156988000000002,0.015600638000000002,0.03230215,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",15.64205,1.7891025,0.10291973,0.30274562,0.014104999,0,1.1085199,0.1637539,0.015600638000000002,0.028813671,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",18.453596,0.37682804,0.10291973,0.29010437,0.014104999,0,1.1871333,0.061618825,0.015600638000000002,0.027158112999999998,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,1.1035816,0.12756822,0.015600638000000002,0.040780198999999996,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,1.1035816,0.12756822,0.015600638000000002,0.040780198999999996,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,1.1035816,0.12756822,0.015600638000000002,0.040780198999999996,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",3.8993219,0.49196599,0.10291973,0.21387565,0.014104999,0,0.30402059,0.066253839,0.015600638000000002,0.019086924,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,1.1035816,0.12756822,0.015600638000000002,0.040780198999999996,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,1.1035816,0.12756822,0.015600638000000002,0.040780198999999996,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,1.1035816,0.12756822,0.015600638000000002,0.040780198999999996,0.0045906531,0
"produits sucrés","chocolats et produits à base de chocolat",16.761333,1.2743657,0.10291973,0.41170324,0.014104999,0,1.1035816,0.12756822,0.015600638000000002,0.040780198999999996,0.0045906531,0
"viandes, œufs, poissons","charcuteries",4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.066566382,0.66406769,0.14484443,0.0054466238,0.015295439999999999,0.0089437534,0.033694973
"viandes, œufs, poissons","charcuteries",4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.066566382,0.66406769,0.14484443,0.0054466238,0.015295439999999999,0.0089437534,0.033694973
"viandes, œufs, poissons","charcuteries",4.4869776,0.57140518,0.10607743,0.19915056,0.030308663,0.0047993021,0.66406769,0.14484443,0.0054466238,0.015295439999999999,0.0089437534,0.0024293397
"produits céréaliers","gâteaux et pâtisseries",2.8459887,0.3442522,0.30176633,0.12221352,0.029120657,0,0.2868794,0.060856183,0.018690705000000002,0.0095062954,0.0098990521,0
"produits céréaliers","gâteaux et pâtisseries",2.8459887,0.3442522,0.30176633,0.12221352,0.029120657,0,0.2868794,0.060856183,0.018690705000000002,0.0095062954,0.0098990521,0
"produits céréaliers","gâteaux et pâtisseries",1.8879428,0.2102488,0.30176239,0.12065811,0.029120657,0,0.20114989,0.039854653000000004,0.018690323,0.009409122499999999,0.0098990521,0
"fruits, légumes, légumineuses et oléagineux","légumes",0.50051761,0,0,0.2272488,0.064466923,0.26550617,0.071800504,0,0,0.017679504999999998,0.021066043,0.011250445
"fruits, légumes, légumineuses et oléagineux","légumes",0.58466864,0,0.42836694,0.43757957,0.16456588,0.44056113,0.08387218099999999,0,0.032912279,0.033530386999999995,0.048167327999999995,0.03160687
"fruits, légumes, légumineuses et oléagineux","légumes",0.50051761,0,0,0.2272488,0.064466923,0.26550617,0.071800504,0,0,0.017679504999999998,0.021066043,0.011250445
"fruits, légumes, légumineuses et oléagineux","légumes",0.36236031,0.14994003,0.35015645,0.22389235,0.061987426,0.24790351,0.051981494,0.07269727499999999,0.034667415,0.017400825999999998,0.02025581,0.014181095
"fruits, légumes, légumineuses et oléagineux","légumes",0.30959852,0,0,0.14056627,0.039876447,0.012317297,0.044412683,0,0,0.010935776000000001,0.013030541999999999,0.00052192787
"fruits, légumes, légumineuses et oléagineux","légumes",0.36165071,0,0.26496924,0.27066778,0.10179333,0.11285752,0.051879699999999994,0,0.020358111,0.020740446000000003,0.029794223999999998,0.014103048
"fruits, légumes, légumineuses et oléagineux","légumes",0.30931988,0.0022531655,0.28581962,0.22567344,0.15223182,0.018159521,0.044372711,0.00035018544999999997,0.021558384,0.017294843,0.044489907999999995,0.0091920963
"fruits, légumes, légumineuses et oléagineux","légumes",0.36132522,0.0026319858,0.33387391,0.26361546,0.17782626,0.11252163,0.051833008,0.00040906144000000004,0.025182953,0.020202591000000002,0.051969908,0.021151276
"entrées et plats composés","plats composés",3.297101,0.4405266,0.33054314,0.22497961,0.030685111,0.012726077,0.46041878,0.10814547,0.027372179,0.017296719,0.0089786658,0.0064417627
"fruits, légumes, légumineuses et oléagineux","légumes",0.3753882,0,0,0.1704366,0.057494804,0.099564814,0.053850378000000004,0,0,0.013259629,0.018980262,0.0042189169
"fruits, légumes, légumineuses et oléagineux","légumes",0.43850148,0,0.3212752,0.32818468,0.14794183,0.22578242,0.062904136,0,0.024684209000000002,0.02514779,0.043492718,0.020134771
"fruits, légumes, légumineuses et oléagineux","légumes",0.3753882,0,0,0.1704366,0.057494804,0.099564814,0.053850378000000004,0,0,0.013259629,0.018980262,0.0042189169
"fruits, légumes, légumineuses et oléagineux","légumes",0.58466864,0,0.42836694,0.43757957,0.16456588,0.44056113,0.08387218099999999,0,0.032912279,0.033530386999999995,0.048167327999999995,0.03160687
"fruits, légumes, légumineuses et oléagineux","légumes",0.50051761,0,0,0.2272488,0.064466923,0.26550617,0.071800504,0,0,0.017679504999999998,0.021066043,0.011250445
